SKU,ItemTitle,ItemDescription,ItemBulletPoint,ItemDescription_2,Manufacturer,MfrPartNum,SellUOM,ItemPrice,ItemFactTag,Segment,Segment Name,Category,Category Name,Class,Class Name,Sub-Class,Sub-Class Name
87622,"Fusion Desk Valet, 6""H x 12 1/4""W x 5 1/2""D, Gray/White",Keep your favorite supplies close at hand,<ul><li>Provides additional storage for your desk and workspace accessories.</li> <li>Features 3 compartments for quick access to your most-used supplies.</li> <li>Sturdy construction for durability.</li> <li>Two-toned design adds color and style to your workspace.</li> <li>Coordinates with other Fusion items. Additional accessories sold separately.</li></ul>,,ADVANTUS CORP.,37525,EA,0.01,* For your most important things * 3 compartments * Two-toned design FORAY pens Paperclips Office Depot correction fluid,SEG_5000000,Desk Accessories,CAT_5500000,File Organizers,CLS_5510000,File Organizers - Desktop,SUB_5510001,Desktop File Sorters
88054,"deflecto Docutray Multi-Directional Stackg Trays - 2 Tier(s) - 2.5"" Height x 10.1"" Width x 14"" Depth - Desktop - Black - Polystyrene - 2 / Set","Multi-Directional Stacking Trays feature a unique, interlocking design that allows trays to stack in any direction without risers.","<ul><li>Curved front entry lifts papers for easy access and features tabbed area on front for labeling.</li> <li>Oversized to accommodate letter, legal and A4 sizes.</li></ul>","<p>Multi-Directional Stacking Trays feature a unique, interlocking design that allows trays to stack in any direction without risers. Curved front entry lifts papers for easy access and features tabbed area on front for labeling. Oversized to accommodate letter, legal and A4 sizes.</p>",DEFLECT-O CORPORATION,63904,ST,0.01,,SEG_5000000,Desk Accessories,CAT_5600000,Letter Trays,CLS_5620000,Letter Trays & Supports - Desktop,SUB_5620001,Paper Tray - Desktop
87501,"Lorell Matte-finish Rectangular Desk Pads - Rectangle - 36"" Width x 20"" Depth - Polyvinyl Chloride (PVC) - Matte",,"<ul><li>Resists lifting copy</li> <li>Phthalate-free and cadmium-free formulation for safer use</li> <li>Nonslip and anti-glare for the perfect writing surface</li> <li>Superior writing surface will not indent, scratch or stain</li> <li>Crystal-clear material for easy viewing of your photos</li></ul>","<p>Personalize, organize and protect your work space using this quality desk pad with a frosted surface. Rectangular desk pad offers a superior writing surface that will not indent, scratch or stain. Smooth, matte surface reduces writing fatigue. The nonglare, nonslip surface provides a perfect way to protect your personal photographs and important reference materials. Desk pad also resists copy lifting and is made of vinyl that is phthalate-free and cadmium-free.</p>",,,EA,0.01,,SEG_5000000,Desk Accessories,CAT_5300000,Desk Pads,CLS_5230000,Desk Notepads & Mats,SUB_5230001,Desk Mats/Blotters
214121,HPE Microsoft Windows Server 2019 Standard - License - 16 Core - Reseller Option Kit (ROK) - DVD-ROM - PC,,<ul><li>Offers quick and easy installation on PC</li> <li>The software is licensed for 16 Core</li></ul>,,HP INC.,P11058-B21,EA,852.36,,SEG_30000000,Software,CAT_30101000,Software Licensing,CLS_30101100,Software Licenses,SUB_7102340,Software Download - Multi-User
232355,Custom North End Women’s Loft Puffer Jacket,Keep cozy during cool weather with the Custom North End women's puffer jacket. Add your brand logo or name for instant recognition.,<ul><li>Polyester construction for comfortable wear throughout the day.</li> <li>UTK Subdown technology helps maintain warmth in cooler weather.</li> <li>UTK Hydropel technology is designed to shed water and keep you dry.</li></ul>,,,,EA,100.05,,SEG_32000000,Promotional Products,CAT_32990100,Promotional - Apparel,CLS_32990150,Custom - Jackets,SUB_32990151,Jackets - Custom 3rd Party
134202,"DMI® Patient Clothing Protectors, 17 1/2"" x 32"", White, Pack Of 12","Give adult patients a little extra coverage during meal times with these clothing protectors. Ideal for hospitals, doctors offices and nursing homes, these bibs offer durability and comfort.","<ul><li>Adult bib safeguards clothing from minor spills, including food, drinks and crumbs.</li> <li>Durable terry cloth is soft and absorbent.</li> <li>Hook-and-loop closure at the neck makes it easy to put the bib on and take it off.</li> <li>Machine washable for easy cleaning.</li></ul>",,"MABIS HEALTHCARE, INC.",532-6013-1900,DZ,,* Made for adult patients * Terry cloth * Hook-and-loop closure * Machine washable Office Depot tissues Plates Office Depot napkins,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12140000,Protective Garments,SUB_12110014,Aprons
232104,"Custom Wireless Charging UV Sanitizing Light Box, 1-3/4"" x 4-15/16""",Sanitize your phone and charge your Qi-enabled device with this wireless-charging UV box.,<ul><li>Combination Qi charger and UV sanitizing box.</li> <li>Connects to a USB Type-C port.</li> <li>Cleans in just 6 minutes.</li></ul>,,,,EA,64.2,,SEG_32000000,Promotional Products,CAT_32970000,Promotional - Technology,CLS_32971000,Custom - Technology Accessories,SUB_32971001,"Technology - Accessories, Custom 3rd Party"
231885,Breakaway Lanyard with Key Ring,Breakaway Lanyard with Key Ring,"<ul><li>3/4"" wide and 32"" long</li> <li>Removable plastic buckle</li> <li>Breakaway clip at the back of neck</li></ul>",,,,EA,2.49,,SEG_32000000,Promotional Products,CAT_32910000,Promotional - Lanyards & Badges,CLS_32912000,Custom - Lanyards,SUB_32912001,Lanyards - Custom 3rd Party
87348,"Kensington® Metal Letter-Size Copyholder, Letter, Black",Keeps pages easily visible,<ul><li>Plastic clip and magnet hold pages in place.</li> <li>Includes Pica/Elite gauge and inch/centimeter ruler.</li> <li>Made of heavy-gauge steel. For magnetic and non-magnetic applications.</li></ul>,"Durable, metal copyholder adjusts easily for viewing comfort and conveniently holds documents upright. Line guide helps keep your place on the page.","ACCO BRANDS USA, LLC",S7062046B,EA,0.01,,SEG_5000000,Desk Accessories,CAT_5100000,"Bookends, Stands & Shelves",CLS_5130000,Desktop Stands,SUB_5130001,Document/Book Stands
134654,"Plast Techs Cap And Chef Hat, 19'', White",Give your kitchen staff a bit of professional flair with this classic white chef hat!,"<ul><li>This hat will fit a variety of sizes and at 19"" tall, it even adds height to the wearer.</li></ul>",,,,CT,,,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310002,Hairnets
88430,"Safco Onyx Mesh Desk Organizer, Black",The Safco Three Upright Sections with Two Baskets is a great unit for keeping desk essentials organized. It features seven different compartments that cater different items and supplies.,"<ul><li>It has three vertical sections in the middle of files, folder and documents.</li> <li>It also has two side shelves with slide-out baskets under it that are perfect for keeping small electronic items and accessories.</li></ul>","<p>Multipurpose Mesh Desktop Organizer features three vertical file compartments for file folders or binders. Store small items in two slide-out baskets for easy access. Organizer has side shelves on top of basket for PDAs, cell phones and other small items. Greenguard Certified.</p>",SAFCO PRODUCTS CO,3263BL,EA,5.74,,SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,,
88279,"CEP Smoove Plastic 5-Drawer Desktop Organizer, 10 5/8"" x 11 5/16"" x 14 5/8"", Black",Tidy up office documents and supplies with this handy desktop organizer. It features 5 drawers and a modern design for additional flair.,"<ul><li>Shock-resistant plastic construction is durable.</li> <li>Anti-skid rubber feet help prevent scratches on your desk's surface and unwanted sliding.</li> <li>Retaining stops keep drawers from sliding out. Each drawer features a handle for easy opening and closing.</li> <li>Ideal for storing small items, tablets, catalogs and files.</li> <li>Weight capacity tested to support up to 6 lb. </li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>","<p>Desktop module features five, smooth-sliding drawers combined with ergonomic handles to make it a breeze to access your supplies. Retaining stops prevent each drawer from completely sliding out to keep everything where it should be. Its one-piece, ultra-robust body allows perfectly stable stacking of modules on several levels if needed. Antiskid rubber feet prevent sliding on smooth surfaces for single-handed access to any drawer. Three different size drawers hold a wide variety of supplies, including small accessories, files, tablet, catalogs, bulky technological accessories and more.</p>",CEP,1072130411,EA,44.89,,SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,SUB_5920001,Multi-Supply Organizers - Desktop
87684,Scholastic Instant Desktop Organizer,"Manage your forms, notes, reminders and paperwork",<ul><li>Includes 10 folders with labels for easy organization.</li> <li>Companion book is packed with instant forms and logs.</li> <li>Includes practical tips for getting and staying organized.</li></ul>,,,,EA,12.32,,SEG_5000000,Desk Accessories,CAT_5500000,File Organizers,CLS_5510000,File Organizers - Desktop,SUB_5510001,Desktop File Sorters
213707,"Laplink® PCmover Business 11, 25-Users",,<ul></ul>,"<p><b>The Easiest Way to Move to a New PC</b> PCmover Business is a quick and easy way to transfer the complete PC personality from one Windows PC to a different one, saving you hours or days of time in setup. PCmover's advanced features let you define which applications, documents, users, and settings to move to your new PC. If your computer has multiple users, PCmover Business gives you the option to transfer some or all of the users. The security information about file ownership and access control is preserved for each user, too.</p><p>Windows Easy Transfer does not support Windows 10, making PCmover Business an even more critical application for saving businesses time and money.</p><p><b>Multiple Migration Paths and Options</b> PCmover Business can migrate your PC across a network, a Laplink Ethernet cable, or a Laplink USB cable. Unlike any other migration software, PCmover supports a direct migration from an image or an old hard drive.</p>",,,EA,729.08,,SEG_30000000,Software,CAT_30400000,Software - Cybersecurity,CLS_30410000,"Software - Antivirus, Security & Utility",SUB_100696,Software Download - Utility
213304,"Intuit® TurboTax® 2019, Basic Federal Efile, For PC/Mac®",Let TurboTax help you file your taxes. This software provides a question/answer format that helps make completion simple and double checks your work along the way.,<ul><li>Used to complete your taxes.</li> <li>Searches for deductions and credits that apply to you.</li> <li>Automatic checks and support via phone help make the process go smoothly.</li> <li>Compatible with most PC and Mac computers. Microsoft® Windows® 7 is not supported.</li> <li>Includes 5 federal e-files.</li> <li>CD and download options help make installation simple.</li></ul>,,"INTUIT, INC.",607289,EA,3.06,,SEG_30000000,Software,CAT_30100000,Software - Accounting & Finance,CLS_30120000,Software - Tax Preparation,SUB_100643,Software Product Key & Box - Tax Preparation
232135,Mini Tire Gauge Keychain,Custom Tire Gauge,<ul><li>Metal body for longtime use</li> <li>Measures up to 50 PSI</li> <li>Minimum quantity order required: 250.</li></ul>,,,,EA,1.21,,SEG_32000000,Promotional Products,CAT_32980000,Promotional - Tools & Lights,CLS_32981000,Custom - Flashlights,SUB_32981001,Flashlights - Custom 3rd Party
232167,"Vented Texture-Grip Pen, Medium Point",This all-in-one stylus and pen is an eye-catching promotional tool,<ul><li>The vented textured grip is sure to please!</li> <li>Touchscreen stylus tip</li> <li>Metallic satin finish with chrome accents</li> <li>Retractable action.</li></ul>,,,,EA,0.98,,SEG_32000000,Promotional Products,CAT_32990000,Promotional - Writing Instruments,CLS_32998000,Custom - Stylus Pens,SUB_32998001,"Pens - Stylus, Custom 3rd Party"
134558,"Ergodyne Chill-Its 6705 Evaporative Cooling Bandanas, Solid Blue, Pack Of 24 Bandanas","Put on this Ergodyne Chill-Its 6705 Evaporative Cooling Bandana to stay cool while working in hot weather. Simply soak the bandana in water for a few minutes to activate the cooling properties, so you can remain comfortable as you focus on the job.",<ul><li>Designed to help you stay cool.</li> <li>Polymers activate when soaked in water for 2 to 5 minutes. Fabric can remain wet for up to 4 hours.</li> <li>Hook-and-loop closure helps you find the ideal fit.</li> <li>Reusable design.</li></ul>,,ERGODYNE CORPORATION,12317,CA,,,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310001,Bandanas
231764,Custom Disposable CPR Mask With Pouch,These disposable masks are a great first aid item to keep with you on the go.,<ul><li>Lifesaving protection stays with you wherever you go.</li> <li>Personalized with a full-color screen print of your design.</li> <li>Hooks onto your key chain.</li> <li>Each pouch contains 1 CPR breathing face shield barrier.</li></ul>,,,,EA,1.99,,SEG_32000000,Promotional Products,CAT_32700000,Promotional - Health & Wellness,CLS_32720000,Custom - First Aid,SUB_6121271,Face Coverings - Custom 3rd Party
140627,"Zep® Stainless Steel Polish, 14 Oz Bottle","Stainless steel polish cleans, polishes and protects in 1 easy step",<ul><li>Use around the home and in commercial settings.</li> <li>This cleaner effectively removes fingerprints and grease buildup from stainless steel and aluminum countertops and appliances.</li></ul>,"<p>Stainless Steel Polish cleans, polishes and protects in one easy step. Use around the home and in commercial settings. This cleaner effectively removes fingerprints and grease buildup from stainless steel and aluminum countertops and appliances. Simply spray lightly on surface. Polish with a clean, dry cloth. Wait 1 to 2 minutes and then wipe away soil and residue. This handy spray also protects against rust, corrosion and discoloration.</p>",ZEP INC.,1046517,EA,10.5,"* In 1 step, polishes & cleans * Removes fingerprints * Cleans appliances, countertops Sponges Paper towel",SEG_5000000,Desk Accessories,CAT_5300000,Desk Pads,CLS_5230000,Desk Notepads & Mats,SUB_5230001,Desk Mats/Blotters
134055,"Ergodyne GloWear 8381 Type-R Class 3 Performance 3-In-1 Bomber Jacket, XX-Large, Lime","Let the Ergodyne GloWear convertible jacket help you dress for the weather. This coat offers fully lined coat, light jacket and vest options and includes plenty of storage for your tablet, cell phone, radio and more.","<ul><li>3-in-1 design helps make it easy to dress for unpredictable outdoor conditions.</li> <li>300D performance ripstop polyester outer shell has a breathable PU coating.</li> <li>280-gm fleece body has thermal-insulated, quilted sleeves for added warmth.</li> <li>Removable lining with zip-off sleeves can be worn separately as a light jacket or a vest.</li> <li>Storage options include a hidden tablet pocket, 2 chest pockets, a dual-slot pen pocket on the arm and dual mic tabs for clipping radios.</li> <li>ID badge holder makes it easy to present your credentials.</li> <li>Detachable hood has a drawstring closure.</li> <li>2"" reflective detailing meets ANSI standards.</li> <li>Weatherproof design with a snap-close storm flap is made to handle the elements.</li></ul>",,ERGODYNE CORPORATION,25596,EA,,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12130000,Outerwear,SUB_12110013,Jackets
87750,"Mind Reader Jumbo Mesh Magazine Holders, 12-1/2""H x 6""W x 9-1/2""D, Black, Pack Of 2 Holders","Make sure every file and document has a home. These Mind Reader Jumbo Mesh Magazine Holders make it easy to stay organized and keep your desk  free of clutter. Thanks to the front opening, you'll always know exactly where your important papers are.","<ul><li>Steel mesh withstands drops, dents and scratches for long-lasting durability.</li> <li>Oversized design holds lots of documents, magazines, newspapers, envelopes and more to help clear up clutter.</li> <li>Open front makes the documents easily viewable and accessible. </li> <li>Black finish looks sleek and modern in the office.</li></ul>",,EMS MIND READER LLC,JMAG2-BLK,PK,29.07,,SEG_5000000,Desk Accessories,CAT_5500000,File Organizers,CLS_5510000,File Organizers - Desktop,SUB_5510001,Desktop File Sorters
213178,"QuickBooks Desktop Pro Plus + Enhanced Payrol 2022, Download","Get new insights to help streamline your business cash flow with this single-user QuickBooks Desktop Pro Plus 2022 for Windows. The built-in money management features help you maximize tax deductions, while the QuickBooks mobile app automates bill entries",<ul><li>Handle all your small business accounting needs in-house.</li> <li>Includes enhanced payroll features to cover all your employees.</li> <li>Collaborate with up to 3 concurrent users (licenses sold separately).</li> <li>Automated backup minimizes the risk of losing sensitive data.</li> <li>1-year subscription Windows download.</li></ul>,"<p>Pro Plus with Enhanced Payroll helps you organize your business finances&amp; payroll all in one place so you can accomplish more, faster. Stay on top of invoices, manage expenses and get reliable reports for tax time. Pro Plus benefits include unlimited customer support, automated data backup, and the latest security patches and updates. Exclusive timesaving and money management features and access to the QuickBooks Desktop Mobile App. Get additional flexibility with optional E-commerce integration. Plus faster, easier payroll right inside your QuickBooks gives you the confidence payroll is done right. Pay your team in 3 simple steps.</p><p><strong>Pro Plus Subscription Benefits &amp; Features:</strong></p><ul><li>Organize your business finances all in one place</li><li>Simple setup and easy to use, no accounting knowledge necessary</li><li>Customizable invoices, sales receipts, estimates, statesments, and purchases</li><li>Easy access to the latest version, with the latest features and security patches</li><li>Automated data backup and recovery</li><li>Unlimited customer support</li><li>collaborate with 1 to 3 concurrent users (each sold separately)</li><li>Accomplish your accounting tasks faster with a quicker, more reliable QuickBooks</li><li>NEW - Schedule and pay bills faster within QuickBooks, using the funcing sourcce you want, and in the digital or physical form your vendors want</li><li>NEW - Save time by having QuickBooks automate bill entries from the QuickBooks Desktop Mobile App or an email address. Just import, and review</li><li>NEW - Attach documents to transactions faster by directly uploading them via the QuickBooks Desktop mobile app</li><li>NEW - maintain professional and consistent communications by emailing customizable bill payment stubs to your vendors</li></ul><p><strong>Pro Plus Subscription Benefits for Payroll:</strong></p><ul><li>Instant paycheck calculations with taxes and deductions</li><li>Free direct deposit and track paycheck status</li><li>eFile and ePay taxes included</li><li>Get instant W-2s at year-end</li><li>Payroll support agents available via phone and chat</li></ul>",,,EA,632.41,,SEG_30000000,Software,CAT_30100000,Software - Accounting & Finance,CLS_30110000,Software - Finance,SUB_100640,Software Download - Small Business Finance
87939,Brenton Studio® Black Mesh Self-Stacking Side-Loading Letter Tray,Get your desk organized with a contemporary look!,"<ul><li>Metal mesh material provides see-through visibility to save valuable time when retrieving documents, increasing efficiency and productivity.</li> <li>Stack and easily remove papers from the side loading letter tray.</li> <li>Quality design is perfect for heavy-duty use.</li></ul>",,OFFICE DEPOT,HY3195B,EA,0.95,"* Sleek, stylish and handy * Metal material * Color Office Depot paper Foray pens",SEG_5000000,Desk Accessories,CAT_5600000,Letter Trays,CLS_5610000,Letter Trays - Cubicle,SUB_5610001,Paper Trays - Cubicle
213844,MAGIX Movie Edit Pro Plus (2021)  (Windows),,<ul></ul>,"<p>The video studio for beginners and pros alike: MAGIX Movie Edit Pro 2021 Plus. Easily edit videos with a<br />range of helpful cutting tools, enhance dark videos and shaky footage, and give your videos a cinematic touch<br />with one-of-a-kind film looks. Choose from up to 1,500 effects, titles, transitions and templates to transform<br />simple videos into breathtaking movies. The powerful new INFUSION Engine 2 lets you smoothly preview<br />your projects while you edit. Create visually stunning, razor sharp videos in up to 8K Ultra HD quality and<br />share them with others. Footage recorded on your smartphone is now automatically rotated to the orientation<br />it was captured in. The new MAGIX Movie Edit Pro 2021 Plus. It's time to make amazing videos.</p>",,,EA,81.12,,SEG_30000000,Software,CAT_30600000,Software - Editing,CLS_30610000,Software Download - Digital Editing Suites,SUB_100708,Software Download - Music Editing
88542,"Lorell® Acrylic Paper Clip Holder, 4""W x 2""D x 2 1/2""H, Clear/Green Edge",Conveniently stores your paper clips,<ul><li>Made of acrylic with green edges for a glass-like look.</li> <li>Holds up to 75 small paper clips or 50 large ones.</li></ul>,"<p>Paper clip holder offers a durable, lightweight design with polished edges. Smooth, curved edges feature a hint of green to emulate the look of real glass. Capacity is approximately 50 large paper clips or 75 small ones. Paper clip holder is made of durable acrylic.</p>",LORELL,80660,EA,0.42,"* Stores your paper clips * Made of acrylic with green edges * 2 1/2"" x 4"" x 2"" * Holds up to 75 small paper clips or 50 large ones",SEG_5000000,Desk Accessories,CAT_5900000,Supply Organizers,CLS_5920000,Supply Organizers - Desktop,SUB_5920002,Paper Clip Holders - Desktop
231935,"PADFOLIO, FLAGS & STICKY NOTES",Express your company's appreciation with this attractive case,"<ul><li>Recipients can leave a note for missed calls, label files and folders.</li> <li>Use a shape or color system to organize. Set includes neon color, rectangular and square sticky notes.</li></ul>",,,,EA,1.86,,SEG_32000000,Promotional Products,CAT_32930000,Promotional - Notebooks & Journals,CLS_32933000,Custom - Sticky Notes,SUB_32933004,Sticky Notes - Custom Component
210029,"Wireless Gear 5,000 mAh Power Bank, Gun Metal Gray, G0539","When you head out on a trip, bring this power bank to ensure your devices have enough battery power. After charging the unit for only 4 hours, you can recharge a USB device 2 times, so you will have battery power even when away from an outlet.",<ul><li>Lithium-polymer battery helps recharge USB devices without an outlet.</li> <li>Allows you to charge your device twice on a single charge.</li> <li>Recharges in as little as 4 hours.</li> <li>Ultra-thin design is great for travel.</li> <li>Backed by the manufacturer's 1-year limited warranty.</li></ul>,,ESI CASES AND ACCESSORIES,G0539,EA,1.4,* Give devices a boost of power * For recharging USB devices * Ultra-thin design * Mfr 1-year limited warranty Performance Protection Plan MP3 player Speaker,SEG_12000000,Footwear & Apparel,CAT_12300000,Headgear,CLS_12310000,Head Protection,SUB_12310001,Bandanas
231786,Moisture SPF 15 Lip Balm,Lip Balm is the perfect giveaway for any occasion,<ul><li>Moisturizing FDA approved lip balm</li> <li>Contains SPF 15 for sun protection</li> <li>Includes standard cap</li> <li>Full color label</li></ul>,,,,EA,1.06,,SEG_32000000,Promotional Products,CAT_32700000,Promotional - Health & Wellness,CLS_32740000,Custom - Skin Care,SUB_32740001,Skin Care - Custom 3rd Party
182978,Bosch DS720i Motion Sensor - Passive Infrared Sensor (PIR),,<ul></ul>,<p>The wall or ceiling mount DS720i TriTech PIR and Microwave Detector covers up to 91 m (300 ft). Motion Monitor and Anti-masking protection provides coverage integrity. Field replaceable mirrored optics and three different coverage patterns provide installation flexibility.</p>,ROBERT BOSCH LLC,DS720I,EA,,,SEG_23000000,Home Automation & Security Technology,CAT_23300000,Sensors & Detectors,CLS_23320000,Sensors,SUB_23320001,Sensors - Motion
179294,"LaCie 12big Thunderbolt 3 48TB - 12 x HDD Supported - 12 x HDD Installed - 48 TB Installed HDD Capacity0, 1, 5, 6, 10, 50 - 6 x Total Bays - Desktop",,<ul></ul>,"Think bigger-we've got you covered. With up to 120TB of capacity on your desktop, up to 2600MB/s speeds, and RAID 5/6, the LaCie 12big and 6big Thunderbolt 3 lets you rein in the stampede of data from ultra hi-res cameras. <p><b>PERFORMANCE</b></p> <b>Thunderbolt 3: Think bigger. Deliver faster.<br /><br />The absolute fastest I/O.</b> <p>For the 6big and 12big, LaCie harnessed the breakthrough performance potential of the Thunderbolt 3 I/O and squeezed the absolute best speeds out of the hard drives. We added a hardware RAID controller and 7200RPM drives, and the result is astonishing 12big speeds of up to 2600MB/s-and 2400MB/s in RAID 5.<br /><br /><b>For lightning-fast video workflows.</b></p> <p>That kind of speed can slash time off nearly every task in your post-production workflow. Ingest hours of RAW footage from a Blackmagic® cinema camera into Adobe® Premiere® Pro in a fraction of the time. Then edit multiple streams of ProRes 422 (HQ), ProRes 4444 XQ, as well as uncompressed HD 10-bit and 12-bit video. For big projects packed with high-def clips, thumbnail and preview rendering becomes much more responsive.<br /><br /><b>And for your smartest workspace.</b> <br /><br />With double the video bandwidth of its predecessor, Thunderbolt 3 lets you daisy chain dual 4K displays or a single 5K display to the LaCie 12big or 6big. With two 4K displays, you can spread out your workspace by dedicating one display to your timeline and the other to previewing 4K footage, for example. It's even possible to power a compatible laptop through the Thunderbolt 3 connection.</p> <p><b>CAPACITY</b></p> <p><b>Bigger in every way. Except in footprint.</b></p> <p>With up to 120TB (12big) or 60TB (6big) on your desktop, you can safely store massive amounts of ultra hi-res footage.</p> <p><b>Consolidate</b></p> <p>Instead of buying a new storage device every time you need more capacity, invest up front in a future-proof, RAID-protected solution. Improve data access and security, which can save money in the long term.</p> <p><b>Organize</b></p> <p>Divide your storage into multiple volumes according to your workflow. Create one volume for ingesting transcoded clips and current projects and another for archiving final footage.</p> <p><b>Expand</b></p> <p>Thunderbolt 3 lets you daisy chain up to six devices to a computer via a single cable. So you could connect up to six LaCie 12big together, bringing a jaw-dropping 720TB to your computer.<br /><br /><b>ENTERPRISE CLASS</b></p> <p><b>Field-proven reliability for maximum confidence.</b></p> <p>Both LaCie 12big and 6big feature 256MB cache, 7200RPM Seagate enterprise-class drives for superb accessibility, reliability, and robust performance.</p>",SEAGATE TECHNOLOGY LLC,STFJ48000400,EA,3973.09,,SEG_12000000,Footwear & Apparel,CAT_12100000,Apparel,CLS_12140000,Protective Garments,SUB_12110014,Aprons
213680,"System Shield® AntiVirus & AntiSpyware, Unlimited PCs In Home",,<ul></ul>,"<p>System Shield&#174; AntiVirus &amp; AntiSpyware eradicates stubborn PC pests and blocks future infections with no system slowdown.&#160; Shop, bank, and socialize online without the threat of spyware, viruses, worms, bots and other dangerous programs infiltrating your PC.&#160; Exclusive HyperScan&#8482; and Sentient&#8482; technologies provide absolute protection while maintaining maximum PC performance.</p><p><strong>iolo AntiVirus</strong>&#8482; to block viruses, malware, Trojans, rootkits, bots, and all other dangerous programs and threats.</p><p><strong>iolo&#8482; AntiSpyware</strong> to eradicate spyware, adware, keyloggers, and all other privacy-compromising and system-debilitating parasites.</p><p><strong>HyperScan&#8482; Technology </strong>providesan invisible suit of armor for your PC that instantly nullifies external attacks in real time.</p><p><strong>Sentient&#8482; Technology</strong> uses exclusive artificial intelligence heuristics to preemptively recognize malicious behavior and neutralize rogue or mutated programs and other yet-unclassified threats.</p><p><strong>Permanent Pest Removal. </strong>Even the most stubborn and persistent infections are no match for System Shield&#8217;s advanced seek-and-destroy methods.</p><p><strong>Invisible Real-Time Protection.&#160; </strong>System Shield&#8217;s active defense technology provides round-the-clock protection that makes your PC impervious to threats without any negative impact on system speed.</p><p><strong>Gamers &amp; Power Users Rejoice. </strong>Tired of having to turn off your PC&#8217;s security program because it interferes with your gaming and other high-performance computing experiences? We challenge you to find any performance hit while System Shield is running.</p><p><strong>Whole Home License</strong>&#174; that lets you install on all your home PCs at no extra cost.</p>",,,EA,14.89,,SEG_30000000,Software,CAT_30400000,Software - Cybersecurity,CLS_30410000,"Software - Antivirus, Security & Utility",SUB_100693,Software Product Key & Box - Internet Security Suites
183073,"Belkin® WeMo Light Switch, White",Turn electronics on or off from anywhere,"<ul><li>Monitors your electronics and sends information about energy usage to your smartphone or tablet.</li> <li>Pair with space heaters, air conditioners, TVs, washer, dryers, fans, lights and more.</li> <li>Put your electronic devices on a schedule, responding to Sunset and Sunrise.</li> <li>WeMo works with your existing home Wi-Fi network and mobile Internet (3G/4G).</li> <li>Compatible with iPhone (iOS 6 and higher) and Android (4.0 and higher) and your existing Wi-Fi router. It works with iPod touch (3rd generation and later), iPhone (3GS and later), iPad (all models), and the latest Android smartphones and tablets.</li></ul>","<p>Whether you're working at a coffee shop or vacationing in the Caribbean, this smart light switch lets you remotely control your lighting using your phone or tablet from anywhere with no subscription or hub. Using the free Wemo app, you can schedule your lamps to turn off at sunrise, or synchronize your lights with the sunset so you never arrive to a dark room. When set to ""Away Mode,"" it can turn your plugged-in lights on and off randomly to make it appear like you're home for extra security. Pair this dimmer with Amazon Alexa or Google Assistant built-in devices like Google Home to dim your lights with just the power of your voice. When paired with Nest's Thermostat, Nest's ""home"" and ""away"" modes can sync with your switch for automatic control. Nest can tell it when you're home or away so your lights can greet you when you arrive, and switch off when you're away to conserve energy.</p>","BELKIN, INC.",F7C030FC,EA,0.01,* Turn a lamp on and off remotely * Remotely turn electrical devices on and off in your home * Wi-Fi capable * Program a schedule * Modular design * Easy installation * Add more WeMo switches * Mfr 1-year limited warranty Wireless router USB flash drive O,SEG_23000000,Home Automation & Security Technology,CAT_23400000,Smart Lighting,CLS_23410000,Smart Light Accessories,SUB_23410002,Smart Light Switches
182127,"Microsoft® Xbox One S Pro Sports Console Bundle With 2 Controllers/NBA 2K20/FIFA 20/Madden NFL 20, 1TB, White","Get in the game with this Microsoft Xbox One S Pro Sports Bundle. With NBA 2K20, Madden NFL 20 and FIFA 20 included, this bundle lets you jump onto the virtual court, field and pitch to showcase your skills in adrenaline-pumping matchups. The bundle even","<ul><li>Pro Sports bundle includes an Xbox One S console with a 1TB hard drive, 2 Xbox wireless controllers and NBA 2K20, FIFA 20 and Madden NFL 20 games.</li> <li>Bluetooth® technology lets you play games on Windows® 10 PCs, tablets and phones. </li> <li>1TB hard drive provides ample space to store games, DLC and other media.</li> <li>Xbox wireless controllers boast a rubberized diamond grip, responsive thumbsticks and enhanced D-pad.</li> <li>Impulse Triggers deliver active feedback, and custom button mapping lets you optimize performance.</li> <li>Plug in a compatible headset to the 3.5-mm stereo headset jack to communicate with other gamers (headset sold separately).</li> <li>Start playing right away with the included sports games.</li> <li>Backed by the manufacturer's 1-year limited warranty.</li></ul>",,COKEM INTERNATIONAL LTD.,6.9605522433e+11,EA,,,SEG_22000000,Gaming Consoles & Virtual Reality,CAT_22100000,Consoles,CLS_22110000,Video Game Consoles,SUB_22110002,Game Consoles - Home Video
